867,485,1076,483,1077,520,867,523
216,973,332,975,332,999,215,996
696,1027,927,1029,927,1059,696,1058
1266,179,1362,177,1362,200,1267,201
1804,95,1871,98,1870,124,1804,121
217,940,307,941,307,966,217,965
1002,1031,1225,1028,1225,1058,1002,1060
962,155,1105,156,1104,183,962,182
177,77,337,78,337,113,176,112
1621,81,1723,87,1722,108,1620,102
286,235,334,231,335,246,287,250
60,79,170,72,173,111,62,117
1369,478,1439,480,1438,496,1369,494
567,183,662,182,663,204,567,205
479,465,558,466,558,485,479,484
1363,464,1442,465,1442,484,1363,483
482,481,551,482,550,498,481,497
881,157,949,156,949,183,881,184
1573,214,1604,219,1602,236,1570,232
1650,189,1702,191,1701,218,1648,215
1054,195,1100,193,1100,207,1054,209
986,193,1057,192,1057,210,986,211
915,194,947,193,948,210,915,210
884,193,911,194,911,210,884,210
953,195,982,195,982,210,953,210
