1649,155,1729,159,1728,188,1648,184
1642,116,1822,118,1821,153,1641,150
388,966,509,967,508,991,388,990
106,92,181,84,183,104,108,112
1734,77,1814,81,1813,102,1733,98
715,97,869,100,869,135,715,132
1102,99,1259,99,1259,127,1102,128
1340,68,1418,67,1419,85,1340,86
565,72,642,74,641,91,565,89
1552,119,1643,120,1643,150,1551,148
388,924,462,925,462,948,388,948
408,105,493,107,492,130,407,128
1330,119,1421,119,1421,143,1330,142
937,95,1028,98,1027,123,936,121
1515,99,1587,98,1587,121,1516,122
492,105,559,107,558,131,491,129
1431,102,1516,102,1516,124,1431,124
