717,962,1096,958,1096,996,717,1000
1636,1020,1900,1018,1900,1055,1636,1057
373,23,511,19,512,51,374,55
1718,62,1809,74,1805,105,1715,93
216,940,342,941,341,966,216,964
124,209,179,170,190,187,135,226
464,424,536,421,537,445,465,448
1708,29,1826,43,1822,78,1704,64
1260,417,1329,416,1330,444,1261,445
422,54,490,56,489,82,421,80
213,988,320,987,321,1011,213,1012
563,35,690,36,690,78,563,77
1283,37,1400,34,1401,76,1284,79
1099,38,1221,35,1222,76,1099,79
16,51,113,41,116,71,20,82
234,39,337,36,338,65,235,68
743,38,865,36,865,78,743,79
1550,356,1596,355,1597,375,1551,376
923,37,1043,36,1044,78,923,79
1568,146,1606,150,1604,170,1566,167
208,129,249,124,251,144,210,149
1488,39,1610,38,1610,80,1489,81
1571,124,1608,126,1607,142,1570,140
469,981,505,981,505,1014,470,1014
392,55,439,53,440,79,393,81
