1553,513,1732,500,1735,538,1556,552
391,964,493,965,493,989,390,988
1648,156,1731,159,1730,189,1647,186
171,71,247,66,248,85,172,90
1403,94,1482,94,1482,116,1403,116
733,80,880,81,880,110,733,108
387,921,553,920,553,945,388,947
1646,122,1756,124,1756,152,1645,149
1102,82,1250,83,1249,111,1102,110
1313,111,1391,111,1390,134,1313,134
593,56,669,58,668,76,593,74
1553,119,1645,123,1644,154,1552,150
448,87,526,89,525,112,448,110
1318,61,1391,61,1392,79,1318,79
944,85,1026,83,1026,103,945,105
1343,140,1386,140,1386,160,1343,160
1483,92,1546,94,1545,117,1482,115
526,89,586,91,585,113,526,111
580,920,656,919,656,950,580,950
