65,713,163,642,186,675,88,746
220,931,468,933,468,962,220,960
220,971,336,969,336,992,221,993
178,68,401,69,401,106,178,105
712,473,794,476,794,495,711,493
1628,486,1712,487,1711,507,1627,506
777,179,868,177,868,202,777,204
1251,181,1402,180,1402,209,1251,210
1631,182,1720,180,1721,206,1632,208
66,69,184,61,187,102,69,110
1636,504,1704,505,1704,522,1636,520
585,499,639,498,639,527,585,528
724,491,784,494,783,509,723,506
1078,181,1162,179,1163,207,1078,208
1016,182,1077,181,1078,206,1016,207
637,503,677,504,676,525,636,524
1784,186,1845,194,1843,207,1783,200
1566,183,1631,182,1631,207,1566,208
579,931,628,930,628,959,580,960
