1648,157,1728,160,1727,188,1648,186
1007,74,1192,71,1192,108,1008,111
370,448,471,442,473,480,372,486
1648,122,1756,123,1755,151,1648,150
1454,81,1528,83,1527,97,1453,95
15,654,70,652,70,666,16,668
1553,121,1648,122,1648,152,1553,151
492,6,561,7,560,23,492,22
476,138,534,139,534,154,476,153
1330,75,1420,74,1420,91,1330,93
877,74,978,73,978,114,877,114
318,930,377,930,377,952,319,953
477,121,532,122,531,138,477,137
320,247,337,259,291,330,273,318
467,919,503,920,502,957,466,956
641,74,730,75,730,96,641,95
592,76,638,75,638,94,592,96
317,888,370,887,370,913,318,913
1424,461,1480,461,1480,484,1424,484
419,133,463,128,466,148,422,153
1060,134,1109,134,1109,149,1060,149
1285,75,1328,74,1328,92,1286,93
463,889,501,888,501,918,463,918
