796,1002,1179,998,1179,1043,797,1048
826,120,946,119,946,147,826,149
161,211,238,186,244,205,167,231
1720,76,1796,86,1792,121,1715,111
8,85,98,78,100,105,10,112
1286,434,1357,427,1360,457,1289,464
488,444,560,443,560,465,488,466
264,157,313,154,314,179,265,182
113,238,155,210,166,227,123,254
1868,100,1919,114,1910,144,1860,130
355,978,431,979,431,1007,355,1006
367,183,440,186,440,209,366,206
105,77,205,73,206,99,106,103
1539,69,1614,73,1613,105,1538,101
1571,397,1621,391,1623,409,1573,415
1673,465,1718,466,1717,484,1673,483
1320,65,1393,64,1394,95,1321,96
354,933,443,934,443,960,354,959
523,67,598,69,597,99,523,97
930,186,982,185,982,208,931,210
206,73,299,72,299,97,206,98
1186,181,1241,183,1240,208,1185,206
787,71,857,70,857,98,787,99
437,185,513,189,511,211,436,206
1492,171,1530,172,1529,188,1492,188
789,184,843,185,842,211,788,210
922,68,998,68,997,100,922,99
1315,185,1364,184,1364,204,1315,205
375,66,452,67,451,97,374,96
1177,68,1255,66,1255,97,1178,99
567,967,602,967,603,1008,567,1009
