109,122,257,124,257,146,109,144
180,53,289,52,290,79,180,80
22,145,97,142,98,160,23,164
1574,104,1637,103,1638,128,1575,130
184,246,242,242,243,262,186,266
13,88,101,85,102,104,14,108
1754,233,1806,237,1804,266,1752,262
6,34,72,34,71,53,6,53
1808,248,1847,253,1845,268,1806,264
171,90,268,89,268,112,171,113
1656,127,1717,121,1719,138,1657,144
292,57,331,58,331,77,292,77
282,95,316,95,316,112,282,112
470,88,496,88,496,111,470,111
-7,149,32,146,33,165,-6,167
