362,915,564,917,564,944,361,942
1652,99,1802,102,1802,132,1651,129
366,885,503,884,504,907,366,907
1646,72,1729,71,1729,90,1647,90
586,166,678,164,679,194,587,196
1021,481,1120,481,1120,507,1021,507
792,482,864,481,865,506,792,507
1336,166,1424,165,1424,192,1337,193
830,168,919,167,920,193,830,194
1056,168,1144,167,1144,194,1056,195
1507,173,1556,181,1554,197,1505,189
1270,168,1335,167,1336,193,1271,194
872,481,966,477,967,506,873,509
1512,195,1547,203,1543,222,1508,214
766,168,827,168,828,193,766,193
1723,70,1760,70,1760,91,1724,91
586,916,623,916,624,943,586,943
569,883,625,885,625,910,569,909
992,169,1053,168,1053,194,993,194
