1823,556,1947,647,1916,691,1792,600
-5,648,106,568,124,594,12,674
183,492,283,419,301,444,202,518
118,942,246,943,246,968,118,967
977,112,1112,113,1111,140,977,140
180,979,258,980,258,1004,179,1003
708,115,778,114,778,131,708,132
883,113,950,112,950,141,883,142
1030,157,1088,158,1088,172,1030,171
868,157,927,157,927,172,868,173
1213,117,1285,115,1285,132,1214,134
673,116,708,115,709,132,674,133
126,979,168,979,168,1004,126,1004
726,157,779,158,779,172,725,171
330,974,376,973,377,1006,331,1006
1178,116,1213,116,1213,131,1178,132
698,159,728,159,728,173,698,173
