760,997,1164,999,1164,1061,760,1059
922,11,1135,12,1135,56,922,55
1272,53,1365,50,1366,72,1272,75
1390,382,1491,382,1490,417,1390,417
371,905,535,907,535,931,371,929
451,377,552,375,553,409,452,411
372,949,462,948,463,970,372,971
1265,23,1364,18,1365,47,1267,52
462,33,553,30,554,58,463,60
1433,41,1507,40,1507,63,1433,64
923,62,1053,61,1053,78,923,80
463,53,557,52,557,75,463,76
1051,61,1134,62,1134,80,1051,80
684,943,728,945,727,972,683,970
1443,58,1499,56,1500,74,1444,77
685,904,728,904,728,930,685,930
