1842,611,1920,664,1892,706,1815,653
1799,561,1866,612,1843,644,1775,593
1441,38,1597,36,1597,68,1441,69
988,133,1165,132,1165,166,988,167
129,944,213,945,213,968,129,967
1605,33,1737,33,1737,67,1605,67
125,907,270,909,270,935,125,933
216,34,372,35,372,66,216,65
411,34,505,35,504,68,410,67
1284,138,1371,136,1371,154,1285,156
861,132,946,132,946,166,862,167
643,192,714,192,714,209,644,210
442,201,521,199,521,218,442,220
1260,194,1330,193,1330,209,1260,211
1057,194,1122,193,1122,209,1057,210
850,193,920,192,920,209,850,210
655,136,738,137,738,155,655,154
608,137,650,136,650,153,609,154
1239,139,1283,138,1283,156,1240,157
607,193,641,193,641,210,607,209
386,201,436,201,436,219,386,219
1222,193,1259,193,1259,210,1222,210
815,195,848,194,848,208,815,209
1017,194,1052,194,1052,210,1017,210
