355,956,504,958,504,993,354,991
1406,71,1526,76,1524,113,1405,108
145,291,220,237,250,281,176,335
797,481,1103,478,1103,506,798,509
1812,406,1934,505,1901,546,1780,447
-5,443,84,373,107,403,17,473
360,926,491,927,491,952,360,951
544,121,660,124,659,156,544,154
1221,127,1381,126,1381,156,1222,157
986,127,1091,126,1091,157,986,158
785,126,884,125,885,155,785,156
529,928,602,927,602,950,530,952
1331,472,1399,467,1400,483,1332,488
470,467,544,468,544,484,470,482
1535,409,1554,408,1563,531,1544,533
