32,36,331,30,332,69,33,75
810,950,1124,952,1123,1003,809,1001
1714,13,1820,1,1824,35,1718,48
346,985,481,987,480,1012,345,1010
868,63,1093,60,1094,103,868,106
1259,77,1396,73,1397,103,1260,106
1039,392,1136,393,1136,419,1039,417
739,59,854,65,853,104,737,98
350,10,466,13,466,41,349,38
1108,65,1215,66,1215,110,1107,108
572,68,711,64,711,96,573,99
517,965,603,965,604,1017,517,1018
353,956,467,954,468,979,353,981
813,392,886,392,886,417,813,418
897,392,971,392,971,414,897,415
937,31,998,33,998,47,937,46
550,24,609,25,609,44,550,43
951,392,1026,393,1026,415,951,414
