1690,243,1838,318,1819,357,1672,282
845,950,1069,946,1070,983,846,987
794,45,982,41,983,65,795,69
61,327,121,297,134,322,74,352
582,118,708,116,708,145,583,147
1214,114,1322,112,1322,139,1214,140
369,191,429,170,439,199,379,220
1485,164,1545,190,1536,213,1476,187
1339,390,1395,388,1395,408,1339,409
1607,209,1666,240,1653,265,1594,234
135,941,227,941,227,972,136,973
951,105,1016,108,1015,126,950,123
132,899,219,898,219,927,133,928
525,402,579,401,579,419,525,420
260,237,298,221,305,239,268,255
1350,130,1395,137,1393,154,1347,147
1019,72,1069,73,1069,88,1018,86
1165,71,1203,71,1203,86,1165,86
1394,133,1432,139,1429,155,1391,149
1327,69,1363,68,1363,83,1327,83
956,115,1017,122,1014,146,953,139
363,400,393,399,393,414,364,414
700,74,740,74,740,89,700,89
1203,71,1231,72,1231,86,1203,85
464,936,505,936,504,978,464,977
891,75,926,74,926,88,891,88
855,74,897,74,897,87,855,87
1439,160,1482,176,1474,197,1431,180
461,899,501,898,503,934,462,936
738,75,766,75,766,88,738,88
1362,69,1392,69,1391,83,1361,83
1397,68,1423,69,1423,83,1397,82
917,74,954,74,954,87,917,87
