1652,944,1773,945,1773,979,1652,978
4,65,90,55,93,76,7,86
230,875,427,873,427,896,230,898
1295,39,1381,41,1381,62,1294,61
1704,54,1784,57,1784,75,1703,72
649,77,813,75,814,104,649,106
118,937,247,938,247,962,118,961
491,46,574,48,574,67,491,66
1289,97,1377,96,1377,118,1289,119
142,909,249,910,249,932,142,932
326,81,415,82,415,107,325,106
1049,74,1215,73,1215,104,1049,104
882,71,974,72,973,95,881,94
108,877,197,878,197,899,107,898
1326,128,1371,126,1372,147,1326,149
1720,75,1803,74,1803,96,1721,98
515,105,562,106,562,123,515,123
416,82,484,84,484,108,416,106
1393,76,1478,76,1478,98,1393,99
1482,74,1547,75,1547,97,1482,97
523,124,561,123,561,144,523,145
530,137,570,138,570,156,529,155
257,941,295,940,295,961,258,962
260,913,305,913,305,932,260,932
368,934,408,934,408,962,368,963
103,914,134,913,135,934,103,934
