1413,91,1545,101,1542,147,1410,137
345,913,482,915,482,941,344,939
1696,436,1780,435,1780,458,1696,459
428,402,501,403,500,431,427,430
1570,984,1823,987,1823,1020,1570,1017
1521,28,1602,33,1600,67,1519,62
1705,40,1772,46,1769,81,1702,74
150,976,268,979,267,1013,149,1010
974,986,1120,988,1120,1019,974,1017
743,986,860,985,861,1012,744,1014
428,985,542,987,542,1015,427,1014
1135,983,1260,984,1260,1013,1134,1013
1385,985,1526,985,1526,1013,1385,1013
1268,984,1372,985,1372,1013,1268,1013
324,13,399,19,397,51,321,45
39,20,120,21,120,47,39,46
631,987,691,986,692,1016,631,1016
1154,17,1226,21,1224,55,1152,51
350,943,427,941,428,969,351,971
1296,17,1365,20,1364,54,1295,50
875,985,963,986,963,1014,875,1014
283,989,336,988,337,1013,283,1014
126,19,224,18,225,45,127,45
887,18,954,22,952,51,885,48
743,16,816,22,813,54,740,47
342,984,416,983,416,1012,343,1014
748,138,814,137,814,168,748,169
545,943,586,941,587,969,546,970
548,913,585,912,586,937,549,938
551,986,623,986,624,1014,551,1015
1195,139,1246,140,1246,167,1195,167
704,986,755,985,755,1012,704,1013
473,13,548,21,546,51,470,44
1329,143,1372,143,1372,164,1329,165
896,138,945,139,945,166,895,165
