331,56,457,57,456,79,331,78
958,153,1156,152,1157,191,958,192
1612,301,1725,398,1698,431,1584,334
267,499,354,504,352,542,265,537
123,987,215,987,215,1012,124,1012
124,949,227,951,227,975,124,973
1538,138,1600,142,1599,161,1537,157
1808,518,1858,555,1838,583,1788,547
812,151,909,152,909,192,812,191
817,213,888,211,888,228,817,230
1426,58,1524,56,1524,76,1426,78
1303,156,1395,155,1395,178,1303,178
986,214,1053,213,1053,229,987,230
558,154,648,155,647,175,558,174
511,155,554,154,554,173,512,174
1258,157,1302,157,1303,176,1258,177
